iter	RMSE
359	4.180101491
360	4.174576899
361	4.168885767
362	4.164747458
363	4.160427189
364	4.157291713
365	4.155412021
366	4.152928324
367	4.147829281
368	4.141875981
369	4.138731749
370	4.13654468
371	4.134723941
372	4.129762201
373	4.127550862
374	4.125694005
375	4.121603355
376	4.118202673
377	4.113348767
378	4.111401004
379	4.109315806
380	4.108843829
381	4.105564741
382	4.099142628
383	4.096440193
384	4.094336496
385	4.09397172
386	4.092009895
387	4.091323467
388	4.087608888
389	4.084938335
390	4.079313664
391	4.076309965
392	4.073182279
393	4.07074288
394	4.06771738
395	4.065642765
396	4.064249552
397	4.063901696
398	4.062161309
399	4.059831852
400	4.057244788
401	4.055041629
402	4.052799791
403	4.049673397
404	4.048905175
405	4.044965161
406	4.040988071
407	4.036329674
408	4.034591716
409	4.030981619
410	4.029276953
411	4.02529896
412	4.022809181
413	4.019872102
414	4.017425194
415	4.016306697
416	4.010856601
417	4.007713285
418	4.004878918
419	4.001267184
420	3.994703551
421	3.992032725
422	3.989404785
423	3.984684923
424	3.98223553
425	3.976701272
426	3.973041254
427	3.970767783
428	3.968040582
429	3.96372158
430	3.963292407
431	3.962451019
432	3.95512469
433	3.949227436
434	3.945696907
435	3.943546903
436	3.939220518
437	3.934420532
438	3.931803031
439	3.926817566
440	3.923636902
441	3.921692806
442	3.916028288
443	3.915564589
444	3.911918128
445	3.907764721
446	3.904027922
447	3.902514372
448	3.900012422
449	3.898006993
450	3.897787408
451	3.896832654
452	3.893429297
453	3.890138934
454	3.887001257
455	3.884991229
456	3.884198012
457	3.88363652
458	3.880386377
459	3.877399111
460	3.872663815
461	3.868668888
462	3.864357179
463	3.863360146
464	3.860091421
465	3.85756006
466	3.855846823
467	3.850005915
468	3.844920482
469	3.842325124
470	3.838343578
471	3.835814182
472	3.835225424
473	3.829836036
474	3.826940158
475	3.82398777
476	3.822126704
477	3.82146293
478	3.819051971
479	3.81621805
480	3.811803066
481	3.806378893
482	3.804358649
483	3.803298373
484	3.798281761
485	3.797942028
486	3.794881404
487	3.793209481
488	3.791848258
489	3.789507117
490	3.788863481
491	3.786616482
492	3.782156322
493	3.780441163
494	3.777777475
495	3.774968118
496	3.774692746
497	3.773763782
498	3.770307544
499	3.768685437
500	3.763633041
501	3.759896099
502	3.757670142
503	3.75553277
504	3.751879159
505	3.749612685
506	3.748364254
507	3.744251329
508	3.743377245
509	3.738149877
510	3.734400374
511	3.729256278
512	3.728498682
513	3.727841529
514	3.72585801
515	3.723467575
516	3.721855937
517	3.718532327
518	3.715597327
519	3.715366831
520	3.710930129
521	3.707074219
522	3.706473038
523	3.702979527
524	3.702832764
525	3.70136093
526	3.698011587
527	3.696603105
528	3.690002278
529	3.689175502
530	3.686281368
531	3.6840427
532	3.682939049
533	3.6814546
534	3.68051702
535	3.678053583
536	3.676272299
537	3.672762843
538	3.67199395
539	3.669242596
540	3.668098259
541	3.666322621
542	3.663905226
543	3.662196962
544	3.65909439
545	3.654300708
546	3.65094928
547	3.650256185
548	3.64938256
549	3.648898016
550	3.645562205
551	3.642159838
552	3.636267174
553	3.635341016
554	3.632079605
555	3.629342367
556	3.625318679
557	3.624051313
558	3.621329822
559	3.619491012
560	3.616089802
561	3.612047865
562	3.607718396
563	3.606381088
564	3.604115727
565	3.600967555
566	3.599902541
567	3.599591316
568	3.597573637
569	3.594199158
570	3.590326464
571	3.588210751
572	3.583557016
573	3.581448145
574	3.579615619
575	3.576252703
576	3.573209883
577	3.571847297
578	3.568838554
579	3.567796161
580	3.567247921
581	3.563522051
582	3.561533694
583	3.557653568
584	3.555624274
585	3.553601344
586	3.551688679
587	3.549827293
588	3.546481667
589	3.543022843
590	3.540591894
591	3.539585828
592	3.538285804
593	3.537355667
594	3.536918925
595	3.536455937
596	3.536330988
597	3.531858927
598	3.529382673
599	3.527504976
600	3.526438966
601	3.523921799
602	3.519687544
603	3.516202239
604	3.514139638
605	3.510115077
606	3.507401827
607	3.501634342
608	3.500952472
609	3.498788517
610	3.494945025
611	3.489785326
612	3.489550188
613	3.488177939
614	3.487047085
615	3.483925406
616	3.481561149
617	3.477150034
618	3.471176043
619	3.469191288
620	3.468130567
621	3.464550002
622	3.461804691
623	3.459810523
624	3.45786646
625	3.456743437
626	3.453483723
627	3.449038421
628	3.446965015
629	3.44394782
630	3.442949092
631	3.439081044
632	3.437504499
633	3.436109731
634	3.43198353
635	3.429598082
636	3.428123128
637	3.427707901
638	3.42332132
639	3.420477095
640	3.416836504
641	3.413482247
642	3.411128926
643	3.408883877
644	3.406560543
645	3.406336049
646	3.403675657
647	3.402019572
648	3.400999127
649	3.396711423
650	3.394703769
651	3.392862873
652	3.391031284
653	3.387658951
654	3.385398837
655	3.384938182
656	3.381411366
657	3.377496604
658	3.376084071
659	3.375356261
660	3.37357971
661	3.370000352
662	3.366030527
663	3.363320408
664	3.360035936
665	3.35991821
666	3.358725691
667	3.355077367
668	3.350838415
669	3.349185886
670	3.34761983
671	3.345642564
672	3.342149246
673	3.338996441
674	3.338044667
675	3.336670833
676	3.335017966
677	3.334101508
678	3.332972846
679	3.330652636
680	3.330008609
681	3.328683313
682	3.326654919
683	3.324979633
684	3.321870269
685	3.320028288
686	3.316048696
687	3.315693949
688	3.313240519
689	3.31170923
690	3.308258183
691	3.30761455
692	3.307493831
693	3.30619836
694	3.30162946
695	3.296856895
696	3.296149797
697	3.295847546
698	3.293409476
699	3.290360492
700	3.288358735
701	3.286937428
702	3.283675646
703	3.282298601
704	3.276587853
705	3.273341843
706	3.272245446
707	3.270212433
708	3.268738689
709	3.267148234
710	3.266913489
711	3.26174162
712	3.260470926
713	3.257191445
714	3.256879145
715	3.25230224
716	3.250192992
717	3.248971531
718	3.247440242
719	3.24265699
720	3.23955516
721	3.238381712
722	3.236471335
723	3.234395706
724	3.23271472
725	3.232353964
726	3.232237815
727	3.229947601
728	3.227268595
729	3.225781153
730	3.222971318
731	3.220552688
732	3.219610566
733	3.217617834
734	3.216088879
735	3.215673522
736	3.21438876
737	3.211268068
738	3.208141467
739	3.206937164
740	3.205878854
741	3.202932708
742	3.200179318
743	3.199658157
744	3.198423211
745	3.194011526
746	3.193507177
747	3.192176467
748	3.191004341
749	3.190543284
750	3.188847561
751	3.188004476
752	3.183809536
753	3.183457962
754	3.182206618
755	3.182057267
756	3.179092693
757	3.178869576
758	3.175253577
759	3.172021322
760	3.170657057
761	3.167949042
762	3.166343463
763	3.163472414
764	3.161193954
765	3.160173037
766	3.159764392
767	3.157768271
768	3.153014614
769	3.152826733
770	3.151236702
771	3.150489004
772	3.147965567
773	3.146316945
774	3.145458251
775	3.144434951
776	3.143948981
777	3.14346922
778	3.14195812
779	3.13876373
780	3.13688639
781	3.136484468
782	3.135169733
783	3.134841681
784	3.13356516
785	3.131578033
786	3.128388643
787	3.126102533
788	3.12165024
789	3.120737407
790	3.117877663
791	3.116581266
792	3.112672429
793	3.110546909
794	3.108878691
795	3.105371465
796	3.103574924
797	3.103125021
798	3.101009472
799	3.100277373
800	3.09781364
801	3.097343828
802	3.096502851
803	3.096364357
804	3.095145192
805	3.094472969
806	3.091743843
807	3.090206375
808	3.089143465
809	3.088475912
810	3.087537303
811	3.086454816
812	3.08537225
813	3.08409797
814	3.083545645
815	3.082730086
816	3.079709355
817	3.07700668
818	3.074600167
819	3.073058655
820	3.071528041
821	3.07112145
822	3.068586525
823	3.065810531
824	3.063427846
825	3.061602376
826	3.059147047
827	3.055419982
828	3.0542031
829	3.053123864
830	3.04849773
831	3.048209351
832	3.043706957
833	3.041531959
834	3.036813902
835	3.035797832
836	3.034946303
837	3.032809432
838	3.029149441
839	3.028796345
840	3.025956458
841	3.025018815
842	3.023439434
843	3.022312453
844	3.021085427
845	3.019144694
846	3.018178444
847	3.015167257
848	3.015024501
849	3.014124867
850	3.012855238
851	3.011711832
852	3.008872774
853	3.005268627
854	3.003050537
855	3.000374571
856	2.996983159
857	2.994705069
858	2.990349613
859	2.989387497
860	2.988621246
861	2.987828857
862	2.987246208
863	2.986983119
864	2.984757425
865	2.983691122
866	2.982472822
867	2.980107834
868	2.979483196
869	2.978388084
870	2.975601025
871	2.975089598
872	2.974139432
873	2.971938581
874	2.971032575
875	2.970912763
876	2.969860808
877	2.968841693
878	2.968465138
879	2.96575044
880	2.965386944
881	2.964524702
882	2.963365906
883	2.961319472
884	2.961138657
885	2.959301121
886	2.958953488
887	2.95610697
888	2.954552564
889	2.952450769
890	2.94904636
891	2.947903416
892	2.945439305
893	2.944524382
894	2.944256273
895	2.943082608
896	2.939948766
897	2.93827087
898	2.9376293
899	2.934456224
900	2.931444052
901	2.930700354
902	2.929959637
903	2.929391685
904	2.925682811
905	2.923781112
906	2.922377678
907	2.92033111
908	2.918913451
909	2.917765234
910	2.9155834
911	2.914597995
912	2.913643887
913	2.912987851
914	2.911465338
915	2.90935974
916	2.90801252
917	2.905190953
918	2.903569884
919	2.90287055
920	2.900169937
921	2.898889121
922	2.898609514
923	2.898277623
924	2.895859104
925	2.894612775
926	2.893895178
927	2.892792202
928	2.890223057
929	2.889677507
930	2.889122451
931	2.887195867
932	2.884759278
933	2.883307032
934	2.88195268
935	2.881074015
936	2.879543041
937	2.878993539
938	2.876458957
939	2.874792307
940	2.873962707
941	2.87328022
942	2.872518156
943	2.87116634
944	2.870825483
945	2.868575865
946	2.867066167
947	2.866393422
948	2.864806752
949	2.863139967
950	2.861147665
951	2.860847633
952	2.8588541
953	2.858130818
954	2.857563545
955	2.8549499
956	2.852322518
957	2.84865003
958	2.846788662
959	2.846077905
960	2.8434629
961	2.841290978
962	2.839664911
963	2.838601772
964	2.837298442
965	2.835403911
966	2.833347582
967	2.83172344
968	2.829364359
969	2.828390282
970	2.827330892
971	2.82593675
972	2.825288528
973	2.822293015
974	2.821251584
975	2.81814706
976	2.816847069
977	2.812877803
978	2.811703028
979	2.808905615
980	2.80781377
981	2.806748657
982	2.806360841
983	2.804007254
984	2.801206227
985	2.800791856
986	2.798558058
987	2.797343975
988	2.794734754
989	2.793302355
990	2.791111758
991	2.788821964
992	2.786497562
993	2.785048033
994	2.784866028
995	2.782460773
996	2.782306787
997	2.781436126
998	2.779936073
999	2.77747105
